Listing ID,Title,Description,Category,Who made it?,What is it?,When was it made?,Renewal options,Product type,Tags,Materials,Production partners,Section,Price,Quantity,SKU,Variation 1,V1 Option,Variation 2,V2 Option,Var Price,Var Quantity,Var SKU,Var Visibility,Var Photo,Shipping profile,Weight,Length,Width,Height,Return policy,Video 1,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
1219759609,"Tungsten Wedding Band for Men, 6-8mm Silver Mens Wedding Ring Brushed, Personalized Engraved Ring, Comfort Fit","Tungsten Carbide wedding band for men, engraved and shipped from our Irving, Texas workshop. Free engraving, free 2-day FedEx, lifetime sizing. Comfort fit.

Key Features:
. Material: Tungsten Carbide
. Feature: Brushed
. Color: Silver
. Available widths: 6mm/8mm
. Comfort fit interior for all-day wear
. Free custom laser engraving inside the band
. Personalized to order in our Irving, Texas workshop
. Aydins Lifetime Warranty (free first 6 months, $34.50 6-12 months, $54.50 after) against breaks and material defects
. Lifetime Sizing program for the original purchaser ($34.50 year one, $54.50 each year after)

Personalization:
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

Shipping:
Free FedEx 2Day shipping in the U.S. Most orders ship in 1 to 3 business days from our Irving, Texas workshop. Total 3 to 5 business days order to door.
Free international shipping on all wedding bands to Canada, UK, Germany, and Australia. We ship worldwide.

Returns and Exchanges:
. 30-day returns on unengraved rings ($25 restocking, customer pays return shipping)
. Free exchanges within 30 days on unengraved rings
. Engraved-ring exchanges accepted ($34.50 surcharge). Most jewelers will not take engraved rings back at all.

About Aydins:
Engraving wedding bands in Irving, Texas since 2011. Small family operation. Every ring is inspected before shipping.

Questions? Message us. We reply fast.
",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,silver tungsten band,brushed ring","Tungsten Carbide,Gold,Silver",,Tungsten Rings,,,,Width,6MM,Size,5,190.40,10,AYTR363-6-5,On,,All Shipping,,,,,30 days to return or exchange,,https://i.etsystatic.com/13201508/r/il/620e2b/8066395992/il_fullxfull.8066395992_gx84.jpg,https://i.etsystatic.com/13201508/r/il/a9acf0/8066396106/il_fullxfull.8066396106_qszy.jpg,https://i.etsystatic.com/13201508/r/il/d34846/8066396168/il_fullxfull.8066396168_jgwr.jpg,https://i.etsystatic.com/13201508/r/il/aa3d29/8066396202/il_fullxfull.8066396202_ib13.jpg,https://i.etsystatic.com/13201508/r/il/570996/8066396260/il_fullxfull.8066396260_1xg0.jpg,https://i.etsystatic.com/13201508/r/il/4849e3/8114315735/il_fullxfull.8114315735_77ao.jpg,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,5.5,190.40,10,AYTR363-6-5.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5.5,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6,190.40,10,AYTR363-6-6,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6.5,190.40,10,AYTR363-6-6.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6.5,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7,190.40,10,AYTR363-6-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7,190.40,10,AYTR363-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7.5,190.40,10,AYTR363-6-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7.5,190.40,10,AYTR363-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8,190.40,10,AYTR363-6-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8,190.40,10,AYTR363-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8.5,190.40,10,AYTR363-6-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8.5,190.40,10,AYTR363-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9,190.40,10,AYTR363-6-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9,190.40,10,AYTR363-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9.5,190.40,10,AYTR363-6-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9.5,190.40,10,AYTR363-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10,190.40,10,AYTR363-6-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10,190.40,10,AYTR363-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10.5,190.40,10,AYTR363-6-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10.5,190.40,10,AYTR363-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11,190.40,10,AYTR363-6-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11,190.40,10,AYTR363-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11.5,190.40,10,AYTR363-6-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11.5,190.40,10,AYTR363-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12,190.40,10,AYTR363-6-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12,190.40,10,AYTR363-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12.5,190.40,10,AYTR363-6-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12.5,190.40,10,AYTR363-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,13,190.40,10,AYTR363-6-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,13,190.40,9,AYTR363-8-13,On,,,,,,,,,,,,,,,,,,
575451015,"Tungsten Wedding Band for Men, 6-8mm Silver Mens Wedding Ring Antler, Personalized Engraved Ring, Comfort Fit","Tungsten Carbide wedding band for men, engraved and shipped from our Irving, Texas workshop. Free engraving, free 2-day FedEx, lifetime sizing. Comfort fit.

Key Features:
. Material: Tungsten Carbide
. Feature: Antler
. Color: Silver
. Available widths: 6mm/8mm
. Comfort fit interior for all-day wear
. Free custom laser engraving inside the band
. Personalized to order in our Irving, Texas workshop
. Aydins Lifetime Warranty (free first 6 months, $34.50 6-12 months, $54.50 after) against breaks and material defects
. Lifetime Sizing program for the original purchaser ($34.50 year one, $54.50 each year after)

Personalization:
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

Shipping:
Free FedEx 2Day shipping in the U.S. Most orders ship in 1 to 3 business days from our Irving, Texas workshop. Total 3 to 5 business days order to door.
Free international shipping on all wedding bands to Canada, UK, Germany, and Australia. We ship worldwide.

Returns and Exchanges:
. 30-day returns on unengraved rings ($25 restocking, customer pays return shipping)
. Free exchanges within 30 days on unengraved rings
. Engraved-ring exchanges accepted ($34.50 surcharge). Most jewelers will not take engraved rings back at all.

About Aydins:
Engraving wedding bands in Irving, Texas since 2011. Small family operation. Every ring is inspected before shipping.

Questions? Message us. We reply fast.
",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,silver tungsten band,antler ring","Tungsten Carbide,Antler,Silver,Ceramic,Titanium,Gold,Wood",,Tungsten Rings,418.50,8,,Ring size,2 1/2,,,,,BUCK,Off,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/306ec4/8114333801/il_fullxfull.8114333801_msh5.jpg,https://i.etsystatic.com/13201508/r/il/dbd0de/8114333869/il_fullxfull.8114333869_g6vu.jpg,https://i.etsystatic.com/13201508/r/il/dcbdf5/8066414214/il_fullxfull.8066414214_ca7e.jpg,https://i.etsystatic.com/13201508/r/il/f66a47/8114333975/il_fullxfull.8114333975_ap27.jpg,https://i.etsystatic.com/13201508/r/il/313fa6/8114334045/il_fullxfull.8114334045_d4q9.jpg,https://i.etsystatic.com/13201508/r/il/6c4dd7/8114334107/il_fullxfull.8114334107_ay1m.jpg,,,,
,,,,,,,,,,,,,,,,Ring size,3,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,3 1/2,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4 1/2,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
