listing_id,current_title,reason,recommendation_strength
532813855,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Silver Tungsten Carbide Ring, Carbon Fiber Wedding Band","SKU duplicate: JDTR124. Winner: 4512057440",HIGH
817722015,"Men's Tungsten Carbide Wedding Band, Wood Inlay Wedding Band, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: AYTR094. Winner: 4512056507",HIGH
4512056515,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR715. Winner: 512431720",HIGH
1219760135,"Men's Titanium Wedding Band, Black Titanium Ring, Silver Titanium Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR273. Winner: 1085041785",HIGH
4512054273,"Men's Titanium Wedding Band, Black Titanium Ring, Silver Titanium Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR273. Winner: 1085041785",HIGH
4512057886,"Men's Titanium Wedding Band, Black Titanium Ring, Silver Titanium Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR273. Winner: 1085041785",HIGH
1205809466,"Men's Damascus Steel Wedding Band, Silver Damascus Steel Ring, Purple Damascus Steel Ring, Available in 6mm, 8mm, Personalized Engraved Ring","SKU duplicate: AYTR135. Winner: 4512056742",HIGH
532818005,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Available in 2mm, 4mm, 6mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR081. Winner: 4512055347",HIGH
519002454,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Available in 2mm, 4mm, 6mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR081. Winner: 4512055347",HIGH
4512054103,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Available in 2mm, 4mm, 6mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR081. Winner: 4512055347",HIGH
817676389,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR040. Winner: 4512054541",HIGH
4512054899,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR040. Winner: 4512054541",HIGH
895897698,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR040. Winner: 4512054541",HIGH
4512055489,"Men's Gold Wedding Band, Black Gold Ring, Gold Gold Ring, Available in 6mm, 8mm, 10mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR018. Winner: 1074430158",HIGH
4512057160,"Men's Damascus Steel Wedding Band, Silver Damascus Steel Ring, Red Damascus Steel Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR058. Winner: 817677761",HIGH
816889242,"Tungsten Wedding Band Men | Tungsten Ring | Tungsten Ring Men | Tungsten Carbide Ring | Tungsten Wedding Ring | Black Blue Tungsten Band","SKU duplicate: JDTR839. Winner: 4512056494",HIGH
4512055033,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR754. Winner: 522897325",HIGH
4512055477,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR880. Winner: 662897430",HIGH
526242435,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Silver Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR713. Winner: 4512055713",HIGH
4512056496,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR216. Winner: 1071097564",HIGH
648781881,"Men's Silver Wedding Band, Black Silver Ring, Silver Silver Ring, Available in 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR026. Winner: 4512056968",HIGH
817708623,"Men's Wood Wedding Band, Black Wood Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR052. Winner: 4512055349",HIGH
4512056734,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Brown Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm","SKU duplicate: AYTR176. Winner: 1074212822",HIGH
4512055583,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR692. Winner: 509472214",HIGH
803810154,"Men's Damascus Steel Wedding Band, Silver Damascus Steel Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR059. Winner: 4512056610",HIGH
509101184,"Black Tungsten,Yellow Tungsten Ring,Mens Wedding Band, Engagement Band, Tungsten Band,Promise Ring, Anniversary Band,Brushed & Grooved","SKU duplicate: TR710. Winner: 4512055123",HIGH
1822238987,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR1127. Winner: 4512057158",HIGH
817721363,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR093. Winner: 4512056402",HIGH
817709229,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm, Personalized Engraved Ring","SKU duplicate: AYTR053. Winner: 4512054547",HIGH
4512054099,"Brushed Wedding Band Tungsten Ring Classic Style Tungsten Carbide Wedding Ring","SKU duplicate: TR210. Winner: 519007892",HIGH
553095337,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 4mm, 6mm, 8mm","SKU duplicate: AYTR007. Winner: 4512054281",HIGH
4512054097,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm","SKU duplicate: AYTR084. Winner: 817719867",HIGH
4512055900,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR049. Winner: 817691631",HIGH
4512054901,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR744. Winner: 523291361",HIGH
803819532,"Men's Wood Wedding Band, Silver Wood Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR070. Winner: 4512054439",HIGH
514222670,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR001. Winner: 4512056242",HIGH
4512056114,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR030. Winner: 634954472",HIGH
4512056406,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Silver Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR065. Winner: 803437224",HIGH
4512056112,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR125. Winner: 1205794076",HIGH
634955052,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR032. Winner: 648784295",HIGH
4512044309,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR032. Winner: 648784295",HIGH
4512055778,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR032. Winner: 648784295",HIGH
4512055960,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Opal Inlay Wedding Band, Available in 8mm","SKU duplicate: JDTR1133. Winner: 1822239365",HIGH
4512055964,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Meteorite Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR1150. Winner: 1822237303",HIGH
4512055710,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR388. Winner: 1219759759",HIGH
4512056238,"Men's Tungsten Carbide Wedding Band, Wood Inlay Wedding Band, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: AYTR081. Winner: 817717875",HIGH
1071082688,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm, Personalized Engraved Ring","SKU duplicate: AYTR207. Winner: 4512054105",HIGH
1077633064,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR933. Winner: 4512056118",HIGH
4512056330,"Men's Titanium Wedding Band, Silver Titanium Ring, Red Titanium Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR321. Winner: 1205804872",HIGH
4512053885,"Men's Tungsten Carbide Wedding Band, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: AYTR083. Winner: 817719373",HIGH
4512056124,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: JDTR1151. Winner: 1808040116",HIGH
817720389,"Men's Tungsten Carbide Wedding Band, Gunmetal Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm","SKU duplicate: AYTR091. Winner: 4512056408",HIGH
4512054543,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Silver Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR075. Winner: 803442190",HIGH
4512046168,"Fingerprint Jewelry | His and Her Fingerprint, Couples Ring, Promise Ring, Plus Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: AYTR006. Winner: 539293582",HIGH
4512006781,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 4mm, 6mm, 8mm","SKU duplicate: AYTR006. Winner: 539293582",HIGH
660954458,"Fingerprint Jewelry | His and Her Fingerprint, Couples Ring, Promise Ring, Plus Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: AYTR006. Winner: 539293582",HIGH
4512053879,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR078. Winner: 817679601",HIGH
4512053603,"Men's Tungsten Carbide Wedding Band, Blue Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR413. Winner: 1219752759",HIGH
4512044853,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR804. Winner: 661071949",HIGH
4512055444,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 2mm, 6mm, 8mm","SKU duplicate: AYTR016. Winner: 514631128",HIGH
674764297,"Fingerprint Jewelry | His & Her Fingerprint, Couples Ring, Promise Ring, Custom Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: AYTR005. Winner: 539295594",HIGH
4512017757,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 4mm, 6mm, 8mm","SKU duplicate: AYTR005. Winner: 539295594",HIGH
4512046160,"Fingerprint Jewelry | His & Her Fingerprint, Couples Ring, Promise Ring, Custom Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: AYTR005. Winner: 539295594",HIGH
647406724,"Tungsten Wedding Band, Black Tungsten Ring, Hammered, Grooved, Beveled Edges, Comfort Fit, Ring, Band, Anniversary Ring, Promise Ring, 8mm","SKU duplicate: JDTR594. Winner: 4512046170",HIGH
4512055442,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR1161. Winner: 4315637099",HIGH
4512053881,"Men's Tungsten Carbide Wedding Band, Gold Tungsten Carbide Ring, Rose Gold Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR600. Winner: 661243221",HIGH
803797922,"Men's Tungsten Carbide Wedding Band, Red Tungsten Carbide Ring, Green Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR088. Winner: 4512044601",HIGH
1071103086,"Men's Wood Wedding Band, Black Wood Ring, Brown Wood Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR191. Winner: 4512053599",HIGH
1205805442,"GINGER | Tungsten Ring Orange Inside, Mens Tungsten Wedding Band, Tungsten Carbide Ring, Tungsten Ring Men Black, Personalized Ring","SKU duplicate: AYTR124. Winner: 4512046540",HIGH
4512044729,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR640. Winner: 1205802792",HIGH
1219743137,"Men's Damascus Steel Wedding Band, Black Damascus Steel Ring, Orange Damascus Steel Ring, Available in 6mm, 8mm, Personalized Engraved Ring","SKU duplicate: AYTR129. Winner: 4512046338",HIGH
1808040228,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR1144. Winner: 4512045318",HIGH
661079605,"Black Tungsten Ring | Mens Wedding Band, Hammered Ring, Engagement Ring, Black Ring Tungsten, Mens Black Ring, Anniversary Ring, Couple Ring","SKU duplicate: JDTR793. Winner: 4512045594",HIGH
4512042391,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Opal Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR941. Winner: 4315662363",HIGH
4512044311,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Opal Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR941. Winner: 4315662363",HIGH
1077240530,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Opal Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR941. Winner: 4315662363",HIGH
4512043843,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm","SKU duplicate: AYTR039. Winner: 817666425",HIGH
4512045922,"Men's Wood Wedding Band, Black Wood Ring, Brown Wood Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm, Personalized Engraved Ring","SKU duplicate: AYTR182. Winner: 1085044235",HIGH
1219744809,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR256. Winner: 4512043607",HIGH
1205803360,"Men's Damascus Steel Wedding Band, Silver Damascus Steel Ring, Orange Damascus Steel Ring, Available in 6mm, 8mm, Personalized Engraved Ring","SKU duplicate: AYTR134. Winner: 4512043605",HIGH
4512045592,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR076. Winner: 817664513",HIGH
4512043723,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR934. Winner: 1077625394",HIGH
4512044201,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR659. Winner: 1219760109",HIGH
4512044081,"Men's Tungsten Carbide Wedding Band, Blue Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR086. Winner: 817665283",HIGH
509474002,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Silver Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR704. Winner: 4512045720",HIGH
4512044307,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: JDTR603. Winner: 661078775",HIGH
1822237645,"Black Diamond Tungsten Wedding Band | 8mm Men’s Ring with Diamond Inlay | Matte Black Comfort Fit, Custom Engraved Ring for Him","SKU duplicate: JDTR1137. Winner: 4512043845",HIGH
522899269,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR748. Winner: 4512042979",HIGH
512438248,"Black Tungsten Ring, Two tone Black Brushed Center & Silver Color Stepped Edge,  6mm, 8mm, Tungsten Carbide Wedding Ring","SKU duplicate: JDTR788. Winner: 4512042761",HIGH
4512043315,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Carbon Fiber Wedding Band","SKU duplicate: JDTR1142. Winner: 1808040348",HIGH
4512043421,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Carbon Fiber Wedding Band, Available in 8mm","SKU duplicate: JDTR331. Winner: 661519637",HIGH
