Listing ID,Title,Description,Category,Who made it?,What is it?,When was it made?,Renewal options,Product type,Tags,Materials,Production partners,Section,Price,Quantity,SKU,Variation 1,V1 Option,Variation 2,V2 Option,Var Price,Var Quantity,Var SKU,Var Visibility,Var Photo,Shipping profile,Weight,Length,Width,Height,Return policy,Video 1,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,8mm,,5,AYTR082-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,6mm,,5,AYTR082-6-11,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,8mm,,5,AYTR082-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,6mm,,5,AYTR082-6-11.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,8mm,,5,AYTR082-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,6mm,,5,AYTR082-6-12,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,8mm,,5,AYTR082-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,6mm,,5,AYTR082-6-12.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,8mm,,5,AYTR082-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,6mm,,4,AYTR082-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,8mm,,4,AYTR082-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,6mm,,0,AYTR082-6-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,8mm,,0,AYTR082-8-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,6mm,,0,AYTR082-6-15,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,8mm,,0,AYTR082-8-15,Off,,,,,,,,,,,,,,,,,,
4512034338,"Tungsten Wedding Band for Men, 8mm Blue Mens Tungsten Ring, Personalized Engraved Ring, Comfort Fit","RYSER Tungsten Blue Brushed Flat Ring and Orange Inside Ring - 6MM, 8MM, 10MM

**Key Features:**
• Material: Tungsten Carbide
• Color: Blue, Orange
• Available widths: 6mm, 8mm, 10mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,blue tungsten ring,6mm wedding band",Tungsten Carbide,,Blue Wedding Bands,146.00,10,,Width,6MM,Size,5,190.40,10,AYTR412-6-5,On,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/78a9e7/8114635257/il_fullxfull.8114635257_oewf.jpg,https://i.etsystatic.com/13201508/r/il/9bab15/8114635341/il_fullxfull.8114635341_5krn.jpg,https://i.etsystatic.com/13201508/r/il/0aad03/8114635423/il_fullxfull.8114635423_ey2m.jpg,https://i.etsystatic.com/13201508/r/il/d013b5/8114635511/il_fullxfull.8114635511_7moo.jpg,https://i.etsystatic.com/13201508/r/il/fa7d56/8114635585/il_fullxfull.8114635585_l36l.jpg,https://i.etsystatic.com/13201508/r/il/f56048/8114635689/il_fullxfull.8114635689_o0va.jpg,https://i.etsystatic.com/13201508/r/il/32884e/8066714044/il_fullxfull.8066714044_46f4.jpg,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,5.5,190.40,9,AYTR412-6-5.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6,190.40,10,AYTR412-6-6,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6.5,190.40,9,AYTR412-6-6.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7,190.40,10,AYTR412-6-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7.5,190.40,10,AYTR412-6-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8,190.40,10,AYTR412-6-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8.5,190.40,10,AYTR412-6-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9,190.40,9,AYTR412-6-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9.5,190.40,9,AYTR412-6-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10,190.40,9,AYTR412-6-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10.5,190.40,10,AYTR412-6-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11,190.40,10,AYTR412-6-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11.5,190.40,9,AYTR412-6-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12,190.40,10,AYTR412-6-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12.5,190.40,10,AYTR412-6-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,13,190.40,10,AYTR412-6-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,14,190.40,10,AYTR412-6-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5,190.40,10,AYTR412-8-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5.5,190.40,10,AYTR412-8-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6,190.40,10,AYTR412-8-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6.5,190.40,10,AYTR412-8-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7,190.40,10,AYTR412-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7.5,190.40,10,AYTR412-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8,190.40,9,AYTR412-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8.5,190.40,9,AYTR412-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9,190.40,8,AYTR412-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9.5,190.40,9,AYTR412-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10,190.40,9,AYTR412-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10.5,190.40,9,AYTR412-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11,190.40,8,AYTR412-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11.5,190.40,8,AYTR412-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12,190.40,8,AYTR412-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12.5,190.40,10,AYTR412-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,13,190.40,9,AYTR412-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,14,190.40,10,AYTR412-8-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,5,190.40,10,AYTR412-10-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,5.5,190.40,10,AYTR412-10-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,6,190.40,10,AYTR412-10-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,6.5,190.40,10,AYTR412-10-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,7,190.40,10,AYTR412-10-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,7.5,190.40,10,AYTR412-10-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,8,190.40,9,AYTR412-10-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,8.5,190.40,10,AYTR412-10-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,9,190.40,10,AYTR412-10-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,9.5,190.40,10,AYTR412-10-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,10,190.40,9,AYTR412-10-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,10.5,190.40,10,AYTR412-10-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,11,190.40,10,AYTR412-10-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,11.5,190.40,10,AYTR412-10-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,12,190.40,10,AYTR412-10-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,12.5,190.40,10,AYTR412-10-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,13,190.40,9,AYTR412-10-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,14,190.40,10,AYTR412-10-14,On,,,,,,,,,,,,,,,,,,
4512043576,"Tungsten Wedding Band for Men, 8mm Black Mens Tungsten Ring, Personalized Engraved Ring, Comfort Fit","IRONMAN Tungsten Black Brushed Black Groove Stepped Edge and Orange Inside Ring - 6MM, 8MM, 10MMBlack Brushed Tungsten Comfort Fit Wedding Ring with Black Groove Stepped Edge and Orange. Ring Measures 6mm, 8mm, 10mm width for Men & Women. Tungsten carbide rings are extremely durable and won't scr...

**Key Features:**
• Material: Tungsten Carbide, Gold
• Color: Black, Orange
• Available widths: 6mm, 8mm, 10mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,black tungsten ring,6mm wedding band","Tungsten Carbide,Gold",,Black Wedding Bands,146.00,10,,Width,6MM,Size,5,190.40,10,AYTR387-6-5,On,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/0d89fe/8066783034/il_fullxfull.8066783034_6i5n.jpg,https://i.etsystatic.com/13201508/r/il/8aa8d0/8114704355/il_fullxfull.8114704355_fwu9.jpg,https://i.etsystatic.com/13201508/r/il/c6762e/8066783246/il_fullxfull.8066783246_b5k7.jpg,https://i.etsystatic.com/13201508/r/il/4b761b/8066783330/il_fullxfull.8066783330_nxy1.jpg,https://i.etsystatic.com/13201508/r/il/6e07bf/8114704601/il_fullxfull.8114704601_f6pd.jpg,https://i.etsystatic.com/13201508/r/il/2919c5/8066783468/il_fullxfull.8066783468_h5jt.jpg,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,5.5,190.40,10,AYTR387-6-5.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6,190.40,10,AYTR387-6-6,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6.5,190.40,10,AYTR387-6-6.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7,190.40,10,AYTR387-6-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7.5,190.40,10,AYTR387-6-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8,190.40,10,AYTR387-6-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8.5,190.40,10,AYTR387-6-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9,190.40,10,AYTR387-6-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9.5,190.40,10,AYTR387-6-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10,190.40,10,AYTR387-6-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10.5,190.40,10,AYTR387-6-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11,190.40,10,AYTR387-6-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11.5,190.40,10,AYTR387-6-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12,190.40,10,AYTR387-6-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12.5,190.40,10,AYTR387-6-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,13,190.40,10,AYTR387-6-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,14,190.40,10,AYTR387-6-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5,190.40,10,AYTR387-8-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5.5,190.40,10,AYTR387-8-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6,190.40,10,AYTR387-8-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6.5,190.40,10,AYTR387-8-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7,190.40,10,AYTR387-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7.5,190.40,10,AYTR387-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8,190.40,10,AYTR387-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8.5,190.40,10,AYTR387-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9,190.40,10,AYTR387-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9.5,190.40,10,AYTR387-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10,190.40,10,AYTR387-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10.5,190.40,10,AYTR387-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11,190.40,10,AYTR387-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11.5,190.40,10,AYTR387-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12,190.40,10,AYTR387-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12.5,190.40,10,AYTR387-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,13,190.40,10,AYTR387-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,14,190.40,10,AYTR387-8-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,5,190.40,10,AYTR387-10-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,5.5,190.40,10,AYTR387-10-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,6,190.40,10,AYTR387-10-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,6.5,190.40,10,AYTR387-10-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,7,190.40,10,AYTR387-10-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,7.5,190.40,10,AYTR387-10-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,8,190.40,10,AYTR387-10-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,8.5,190.40,10,AYTR387-10-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,9,190.40,10,AYTR387-10-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,9.5,190.40,10,AYTR387-10-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,10,190.40,9,AYTR387-10-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,10.5,190.40,10,AYTR387-10-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,11,190.40,10,AYTR387-10-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,11.5,190.40,10,AYTR387-10-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,12,190.40,10,AYTR387-10-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,12.5,190.40,10,AYTR387-10-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,13,190.40,10,AYTR387-10-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,10MM,Size,14,190.40,10,AYTR387-10-14,On,,,,,,,,,,,,,,,,,,
