Listing ID,Title,Description,Category,Who made it?,What is it?,When was it made?,Renewal options,Product type,Tags,Materials,Production partners,Section,Price,Quantity,SKU,Variation 1,V1 Option,Variation 2,V2 Option,Var Price,Var Quantity,Var SKU,Var Visibility,Var Photo,Shipping profile,Weight,Length,Width,Height,Return policy,Video 1,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10
522912537,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","The ROCKET is a handcrafted two-tone tungsten carbide men's wedding band, 8mm wide, with a wire-brushed deep-blue tungsten center panel running the full circumference, flanked by mirror-polished black tungsten stepped edges. Built comfort-fit, laser-engravable inside and outside, and backed by ou...

**Key Features:**
• Material: Tungsten Carbide, Titanium
• Color: Black, Blue
• Available widths: 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Lifetime warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"Engagement Ring,Gold Ring,Mens Jewelry,Modern Wedding Band,Wedding Band for Men,Unique Ring,Promise Ring,Titanium Ring,Wedding Ring,Comfort Fit Ring,Personalized Ring,Engraved Ring,Black Ring","Tungsten Carbide,Titanium,Gold",,Black Wedding Bands,137.94,14,,Ring size,7,,,,,JDTR709,On,,All Shipping,,,,,30 days to return or exchange,,https://i.etsystatic.com/13201508/r/il/e12b69/8114307111/il_fullxfull.8114307111_jxbz.jpg,https://i.etsystatic.com/13201508/r/il/e419d3/8114307205/il_fullxfull.8114307205_ry0j.jpg,https://i.etsystatic.com/13201508/r/il/c3e57a/8066387642/il_fullxfull.8066387642_d0wo.jpg,https://i.etsystatic.com/13201508/r/il/8c00c4/8114307337/il_fullxfull.8114307337_2jwh.jpg,https://i.etsystatic.com/13201508/r/il/21e504/8114307417/il_fullxfull.8114307417_gi10.jpg,https://i.etsystatic.com/13201508/r/il/c49952/8066387854/il_fullxfull.8066387854_srbx.jpg,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,,,,,JDTR709,On,,,,,,,,,,,,,,,,,,
528037261,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 6mm, 8mm","ZENVO Black Tungsten Ring with Blue Groove & Interior | 6mm & 8mm Stepped Edge

**Key Features:**
• Material: Tungsten Carbide
• Color: Black, Blue
• Available widths: 6mm, 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Lifetime warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"Blue Ring,8MM Ring,Mens Wedding Band,Wedding Ring,Engagement Ring,Promise Ring,Anniversary Ring,Mens Ring,Gift for Him,Wedding Band for Men,Comfort Fit Ring,Personalized Ring,Engraved Ring",Tungsten Carbide,,Black Wedding Bands,164.51,1,,Ring size,5,Width,6mm,,,AYTR022,On,,All Shipping,,,,,30 days to return or exchange,,https://i.etsystatic.com/13201508/r/il/4eadce/8114312399/il_fullxfull.8114312399_e2s5.jpg,https://i.etsystatic.com/13201508/r/il/55b06e/8066393006/il_fullxfull.8066393006_mddt.jpg,https://i.etsystatic.com/13201508/r/il/f0a940/8066393122/il_fullxfull.8066393122_rw7c.jpg,https://i.etsystatic.com/13201508/r/il/fb6fdf/8066393204/il_fullxfull.8066393204_tgcx.jpg,https://i.etsystatic.com/13201508/r/il/9192ec/8114312835/il_fullxfull.8114312835_lex0.jpg,https://i.etsystatic.com/13201508/r/il/a91eba/8114312879/il_fullxfull.8114312879_nloj.jpg,https://i.etsystatic.com/13201508/r/il/290b82/8066393468/il_fullxfull.8066393468_3uqs.jpg,https://i.etsystatic.com/13201508/r/il/70e74c/8066393516/il_fullxfull.8066393516_7cqy.jpg,,
,,,,,,,,,,,,,,,,Ring size,5,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,6mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,8mm,,,AYTR022,On,,,,,,,,,,,,,,,,,,
1219759609,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm","Silver Brushed Yellow Gold Beveled Edges Wedding Ring for Men with Purple Aluminum Inside -  6MM, 8MM

**Key Features:**
• Material: Tungsten Carbide, Gold
• Color: Silver, Gold
• Available widths: 6mm, 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Lifetime warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"8MM Ring,Mens Wedding Band,Wedding Ring,Engagement Ring,Promise Ring,Anniversary Ring,Mens Ring,Gift for Him,Wedding Band for Men,Comfort Fit Ring,Silver Ring,Gold Ring,Personalized Ring","Tungsten Carbide,Gold,Silver",,Tungsten Rings,,,,Width,6MM,Size,5,190.40,10,AYTR363-6-5,On,,All Shipping,,,,,30 days to return or exchange,,https://i.etsystatic.com/13201508/r/il/620e2b/8066395992/il_fullxfull.8066395992_gx84.jpg,https://i.etsystatic.com/13201508/r/il/a9acf0/8066396106/il_fullxfull.8066396106_qszy.jpg,https://i.etsystatic.com/13201508/r/il/d34846/8066396168/il_fullxfull.8066396168_jgwr.jpg,https://i.etsystatic.com/13201508/r/il/aa3d29/8066396202/il_fullxfull.8066396202_ib13.jpg,https://i.etsystatic.com/13201508/r/il/570996/8066396260/il_fullxfull.8066396260_1xg0.jpg,https://i.etsystatic.com/13201508/r/il/4849e3/8114315735/il_fullxfull.8114315735_77ao.jpg,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,5.5,190.40,10,AYTR363-6-5.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,5.5,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6,190.40,10,AYTR363-6-6,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,6.5,190.40,10,AYTR363-6-6.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,6.5,190.40,10,AYTR363-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7,190.40,10,AYTR363-6-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7,190.40,10,AYTR363-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,7.5,190.40,10,AYTR363-6-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,7.5,190.40,10,AYTR363-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8,190.40,10,AYTR363-6-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8,190.40,10,AYTR363-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,8.5,190.40,10,AYTR363-6-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,8.5,190.40,10,AYTR363-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9,190.40,10,AYTR363-6-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9,190.40,10,AYTR363-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,9.5,190.40,10,AYTR363-6-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,9.5,190.40,10,AYTR363-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10,190.40,10,AYTR363-6-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10,190.40,10,AYTR363-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,10.5,190.40,10,AYTR363-6-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,10.5,190.40,10,AYTR363-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11,190.40,10,AYTR363-6-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11,190.40,10,AYTR363-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,11.5,190.40,10,AYTR363-6-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,11.5,190.40,10,AYTR363-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12,190.40,10,AYTR363-6-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12,190.40,10,AYTR363-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,12.5,190.40,10,AYTR363-6-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,12.5,190.40,10,AYTR363-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,6MM,Size,13,190.40,10,AYTR363-6-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8MM,Size,13,190.40,9,AYTR363-8-13,On,,,,,,,,,,,,,,,,,,
575451015,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","BUCK Tungsten Carbide Men's Wedding Band

**Key Features:**
• Material: Tungsten Carbide, Antler
• Color: Silver
• Available widths: 6mm, 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Lifetime warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"Engagement Ring,Wood Inlay Ring,Mens Jewelry,Modern Wedding Band,Wedding Band for Men,Unique Ring,Promise Ring,Antler Ring,Wedding Ring,Comfort Fit Ring,Silver Ring,Personalized Ring,Engraved Ring","Tungsten Carbide,Antler,Silver,Ceramic,Titanium,Gold,Wood",,Tungsten Rings,418.50,8,,Ring size,2 1/2,,,,,BUCK,Off,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/306ec4/8114333801/il_fullxfull.8114333801_msh5.jpg,https://i.etsystatic.com/13201508/r/il/dbd0de/8114333869/il_fullxfull.8114333869_g6vu.jpg,https://i.etsystatic.com/13201508/r/il/dcbdf5/8066414214/il_fullxfull.8066414214_ca7e.jpg,https://i.etsystatic.com/13201508/r/il/f66a47/8114333975/il_fullxfull.8114333975_ap27.jpg,https://i.etsystatic.com/13201508/r/il/313fa6/8114334045/il_fullxfull.8114334045_d4q9.jpg,https://i.etsystatic.com/13201508/r/il/6c4dd7/8114334107/il_fullxfull.8114334107_ay1m.jpg,,,,
,,,,,,,,,,,,,,,,Ring size,3,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,3 1/2,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4 1/2,,,,,BUCK,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13 1/2,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,,,,,BUCK,On,,,,,,,,,,,,,,,,,,
538386672,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","NEREUS is a tungsten carbide wedding ring with ruby accent, polished beveled edges with brushed finish, and a comfort-fit interior.

**Key Features:**
• Material: Tungsten Carbide, Silver
• Color: Silver, Red
• Available widths: 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Lifetime warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"8MM Ring,Wedding Ring,Mens Wedding Band,Engagement Ring,Promise Ring,Anniversary Ring,Mens Ring,Gift for Him,Red Ring,Wedding Band for Men,Silver Ring,Comfort Fit Ring,Personalized Ring","Tungsten Carbide,Silver",,Precious Stone Bands,538.50,14,,Ring size,5,Width,8mm,,,NEREUS,On,,All Shipping,,,,,30 days to return or exchange,,https://i.etsystatic.com/13201508/r/il/769df0/8066389582/il_fullxfull.8066389582_rmtm.jpg,https://i.etsystatic.com/13201508/r/il/000fe8/8066389660/il_fullxfull.8066389660_8wu3.jpg,https://i.etsystatic.com/13201508/r/il/8f0928/8114309279/il_fullxfull.8114309279_i445.jpg,https://i.etsystatic.com/13201508/r/il/51a1b5/8114309355/il_fullxfull.8114309355_7kwe.jpg,https://i.etsystatic.com/13201508/r/il/e883ae/8114309439/il_fullxfull.8114309439_h08o.jpg,https://i.etsystatic.com/13201508/r/il/59b3f6/8066389900/il_fullxfull.8066389900_mgnr.jpg,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,8mm,,,NEREUS,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,8mm,,,NEREUS,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,8mm,,,NEREUS,On,,,,,,,,,,,,,,,,,,
